Date,Start_destination,End_destination,Am_timings,Midday_timings,Evening_timings,Mid_nigh_timings
2021-05-27,Vishwapriya Nagar,Tavarekere Main Road,19,27,26,19
2020-05-18,Venkateshwara Layout,AECS Layout – C Block,20,30,25,15
2020-11-16,Suddaguntapalya-CV Raman Nagar,S.T. Bed,18,27,27,21
2021-08-02,Vidyanagar,Off Sarjapur road,13,31,26,12
2020-07-18,MLA Layout,Yerthiganahalli,20,28,30,21
2020-11-29,Gandhi Nagar,Sulivara,14,38,25,19
2020-06-05,Srinivaspur,St. Johns Road,12,36,26,13
2020-11-18,Chandapura,RKM Layout,20,37,26,13
2020-10-26,Thanisandra Main Road,Abbigere,17,32,28,22
2021-03-14,Rajvi Nagar,Kaggadasapura,19,40,25,19
2020-08-15,Lakkenahalli,Nagarabhavi 2nd Stage,15,35,29,10
2021-09-12,Mangammanapalya,Kuduragere-Bettahalasur,19,28,27,25
2021-12-24,Amarjyothi Layout-RMV Layout,TC Palya,17,37,27,30
2020-05-04,Remco Layout,Tapsihalli,15,40,28,21
2021-05-17,Thubarahalli,Talaghattapura,14,35,27,28
2022-04-15,Indira Nagar,Anugraha Layout,12,33,26,12
2022-03-14,New Thippasandra,Syndicate Bank Colony-Arekere,13,36,25,30
2021-12-05,MTS Layout,Mallathahalli,15,34,28,20
2020-05-04,AMS Layout,Kushal Nagar,12,39,25,25
2021-10-07,A Dasarahalli,Chikkalasandra,19,33,28,23
2022-03-18,Ashraya Layout,Tatanagar,17,33,28,14
2021-11-29,Ragihalli,Uttarahalli,17,33,27,20
2021-12-13,Adugodi,Yelachenahalli,15,31,29,27
2021-12-14,NR Layout,Thurahalli,20,27,25,24
2020-08-08,Riches Garden Main Road,Saptagiri Layout-RR Nagar,13,25,26,27
2022-03-13,Nanda Kumar Layout,Masti – Malur Road,15,31,29,14
2021-10-05,Patel Muniyappa Layout,Kempegowda Nagar,13,32,29,14
2021-07-11,St Thomas Town,Kaval Byrasandra,17,26,28,18
2022-02-18,Narayanapura,Medihalli,14,39,26,10
2021-01-13,Muddenahalli,Shanthi Nagar,12,40,25,25
2021-10-14,Basavanagudi,Nagarabhavi Main Road,13,32,26,16
2021-10-01,Gottigere,Bellandur,18,29,27,13
2021-04-22,Avalahalli-Huskuru,P&T Layout-Thanisandra,18,36,25,30
2021-05-09,M Hosahalli,Thathaguni,18,31,27,18
2020-09-20,Arasanakunte,Talaghattapura,17,37,29,20
2020-07-24,S.Bingipura,RBI East Layout,12,34,30,21
2021-06-03,Malur-Hosur Road,Seshadripuram,15,26,30,18
2020-03-16,Viratnagar,Kyalasanahalli,17,33,30,14
2020-12-22,Sankey Road,Armane Nagar,12,25,28,19
2020-03-28,Suddagunte Palya,Nagashetty Halli,17,27,25,19
2022-05-13,Papareddipalya,Krishnasagara,16,34,30,25
2020-03-31,Srinivagilu,Kamala Nagar,12,27,25,21
2021-05-28,Langford Road,LB Shastri Nagar,15,25,26,14
2020-12-28,Padmanabha Nagar,Konanakunte,15,33,28,28
2021-05-16,Vittal Nagar,Muddenahalli,20,27,30,19
2020-10-07,Mico Layout,Medaralli,19,40,27,28
2021-07-07,Muneshwara Block,Amarjyothi Layout-Domlur,15,30,28,22
2021-05-17,PNB Layout,Malleshpalya,15,31,26,24
2022-05-08,Madeshwara Nagar,Whitefield,15,38,25,21
2020-02-01,Rangadasapp Layout,Laggere Road,15,34,25,18
2021-10-12,Kadugondanahalli,Alur,14,29,27,27
2021-11-18,Marasandra,Hesaraghatta,17,29,26,24
2021-12-17,Vishwanathpura,Krishnappa Garden,12,27,30,19
2020-05-12,Marsur,Valepura,15,26,25,16
2020-03-03,RPC Layout,Ullalu Upanagara,16,28,27,26
2020-11-25,Marsandra-Anagalapura,P and T Layout-Ramamurthy Nagar,18,38,27,24
2020-05-10,Lakshmidevipura,New Timberyard Layout,16,33,26,26
2022-05-28,Nagarathpete,Mukthi Nagar,15,38,30,20
2022-02-11,Muneshwara Block,LB Shastri Nagar,12,33,26,21
2020-12-31,Battarahalli,Meesaganahalli,19,27,28,19
2022-03-22,Kasavanahalli,MEI Layout,16,33,29,13
2021-05-24,Akshaya Nagar-Ramamurthy Nagar,Mookambika Nagar,19,25,30,12
2021-05-11,Priyadarshini Layout,Subramanyapura,16,25,26,30
2020-04-02,Ullal,Munireddy Layout,16,34,25,21
2021-06-19,Neraluru,RMV 2nd Stage,18,39,25,16
2022-02-03,Alfa Gardens,Makali,17,29,30,14
2022-03-18,MC Layout,Anjanapura Township,20,26,30,30
2020-12-05,Varthur Kodi,Pothalappa Garden,17,29,27,10
2021-01-31,Marathahalli-Sarjapur Outer Ring Road,Uttarahalli Main Road,20,40,26,11
2020-03-13,Vijaya Bank Colony,Tataguni,15,40,28,17
2020-07-06,Nagenahalli,Vignana Kendra,17,38,26,15
2021-07-21,Vijayashri Layout,Srinidhi Layout,14,28,26,23
2020-11-20,Bidadi,Tavarekere-BTM Layout,20,40,26,16
2021-10-12,Anantapuram,Yettakodi,13,38,25,23
2020-11-22,Lakshmipura,Magrath Road,19,25,25,24
2021-12-16,Rajvi Nagar,Anugraha Layout,14,34,28,16
2021-07-12,New Thippasandra,Adugodi,14,30,27,10
2022-02-17,Yettakodi,Mangammanapalya,19,29,30,15
2020-10-14,Muddamma Garden Extension,Vishweshwaraiah Layout,15,32,30,10
2021-06-15,Arkavathy Layout,Madiwala,14,28,25,19
2021-04-10,Narasipalya,Museum Road,15,34,25,21
2021-10-04,Matadahalli,Ranka Colony,20,29,26,17
2020-02-14,Kundalahalli,Cox Town,20,37,25,14
2022-04-16,Vidyamanya Nagar,Poornapragna Housing Society Layout,18,29,25,28
2020-06-22,LB Shastri Nagar,Vittal Mallya Road,20,28,27,29
2021-10-15,Jaya Chamarajendra Nagar,Lingapura,17,31,29,15
2020-04-22,Suggatta,Srirampura,15,30,26,13
2021-07-04,Sadenahalli,MS Palya,14,39,28,25
2020-06-05,Priyadarshini Layout,Kumbiganahalli,19,35,27,22
2021-08-06,Mysore Road,Sadahalli,17,29,25,23
2020-03-17,Weavers Colony,Suddagunte Palya,20,40,27,10
2020-11-13,Bellandur Outer Ring Road,P&T Layout-Thanisandra,16,39,28,24
2021-03-04,Thyagaraja Nagar 2nd Block,Avalahalli-Huskuru,12,31,28,20
2021-02-16,Lakkasandra Extension,Bilekahalli,12,32,27,10
2022-05-12,Pura,Papareddipalya,17,31,25,25
2020-05-10,Pattandur Agrahara,Hulimavu,15,33,27,18
2020-12-12,Peenya,Lingapura,20,36,26,15
2021-11-23,Attiguppe,Ramchandrapuram,16,40,30,26
2020-12-20,Rajiv Gandhi Nagar,Richmond Road,16,31,30,11
2022-05-15,RHB Colony,Aavalahalli,15,29,25,14
2020-04-06,Mittaganahalli,Peenya 1st Stage,20,27,30,27
2021-10-20,Sunkalpalya,Vasanthapura,20,32,26,12
2020-11-15,Raghuvanahalli,Richmond Town,13,39,27,26
2021-01-06,Peenya 1st Stage,Uttarahalli,18,31,25,25
2020-05-17,Uttarahalli,Devarachikkanahalli,19,26,27,22
2020-03-27,Naraganahalli,T Dasarahalli,20,27,28,12
2021-04-06,KR Puram,New Timberyard Layout,14,26,27,23
2020-04-21,Off Bannerghatta Road,Amrutahalli-Byatarayanapura,15,30,25,10
2021-06-06,Kaggadasapura,Tavarekere-BTM,18,33,30,14
2022-05-23,Thirumenahalli,Parimala Nagar,20,27,29,26
2022-03-27,Kumara Park West,Parimala Nagar,15,27,27,26
2022-01-04,Vijaya Nagar,Bennigana Halli,20,35,30,18
2020-04-21,Vidhana Soudha,Cooke Town,18,29,26,25
2021-09-22,Nagashetty Halli,Anekal – Hosur Road,12,33,26,26
2022-05-27,Dasarahalli Hebbal,Koramangala 6th Block,16,28,26,16
2022-01-09,NGEF Layout,OMBR Layout,12,34,30,18
2021-06-29,Tatanagar,Sanjay Nagar,16,25,29,16
2022-05-28,Nagdevanahalli,RBI East Layout,16,27,28,21
2020-04-07,Sulikere,Aga Abbas Ali Road,19,29,28,14
2020-03-20,Kunigal Road,Subramanyapura Main Road,16,37,30,23
2021-09-14,Mico Layout,Yekadantha Layout,17,28,25,24
2021-07-11,Vidyaranyapura,Sadashiva Nagar,20,26,28,22
2022-03-14,Nanjapura,Sampige Layout,13,39,29,17
2020-08-30,Koramangala 5th Block,Manjunath Nagar,12,26,29,19
2020-02-17,Tharahunise,Peresandra,14,39,30,14
2022-05-23,Viratnagar,Talacauvery Layout,12,28,27,30
2020-11-19,Hennur,Sampigehalli,14,37,27,20
2021-09-25,V S Reddy Colony,Nimbekaipura,13,36,29,17
2022-04-18,Nagarathpete,Viratnagar,14,29,26,24
2020-04-09,Sultanpete,Off Sarjapur road,19,27,27,10
2020-03-02,Mudalapalya,Madavara,12,40,28,26
2021-05-22,Anjanapura Township,KR Puram,16,26,28,17
2020-07-30,Ranka Colony,P and T Layout-Ramamurthy Nagar,16,26,29,23
2021-12-22,Vehloli,Langford Road,19,30,30,16
2021-09-22,Manchenahalli,Subbaiyapalya,20,36,27,16
2021-12-21,Whitefield Road,Padarayana Pura,17,39,27,29
2020-03-17,Tippenahalli,Doddanekkundi,19,34,25,10
2020-04-29,Syndicate Bank Colony-Arekere,Vehloli,12,40,26,21
2020-09-13,AECS Layout – A Block,Andrahalli Main Road,13,36,25,22
2021-11-17,Muddinapalya,Shanthi Nagar,12,38,26,15
2021-04-29,Ragavendra Nagar-Sunkadakatte,Madeshwara Nagar,17,38,26,28
2021-12-05,Vimanapura,Sanjay Nagar,20,31,27,22
2022-02-15,Bannerghatta Road,Thubarahalli,15,28,27,12
2020-05-11,Lake City,Mysore Road,12,25,25,17
2021-06-28,Doddabommasandra,A Dasarahalli,13,32,28,13
2022-02-01,NICE Road,Ramachandrapuram,15,36,27,15
2021-09-30,Lavelle Road,RMV,19,27,26,24
2021-07-16,Amruthnagar,Begur,20,36,29,13
2021-10-04,Chickpet,Maruthi Extension,15,28,26,19
2021-08-18,Anjanapura 11th Block,Nanjapura,14,28,29,27
2020-07-30,Lakshmipuram,NGEF Layout,13,38,28,13
2022-04-28,Murugesh Palya,T Dasarahalli,20,38,25,17
2020-12-08,Basavanagudi,R.K. Hegde Nagar,17,28,28,22
2022-04-05,Pattandur Agrahara,Alfa Gardens,16,36,26,22
2021-05-07,HBR Layout,Ganga Nagar,18,33,27,27
2022-01-26,Medaralli,Rajajinagar 2nd Stage,13,38,30,17
2021-05-05,Vasanthapura Main Road,Koramangala 8th Block,14,27,25,27
2020-04-02,Tannery Road,Aga Abbas Ali Road,19,32,28,14
2021-05-21,Talaghattapura,Sakalavara,16,28,30,26
2020-06-03,Sanjay Nagar,M Hosahalli,17,30,25,22
2020-10-27,Maruthi Nagar,Papareddipalya,18,37,28,11
2021-07-06,Minerva Circle,Thirumalapura,18,31,27,13
2022-02-24,Arehalli,Sunkadakatte,13,35,26,23
2022-01-08,Syndicate Bank Layout,Lottegollahalli,14,40,26,10
2020-11-24,Nehru Nagar,Mavallipura,17,30,29,17
2021-08-07,Ananth Nagar Phase 2,Patel Muniyappa Layout,16,25,25,16
2020-04-08,Sadanandanagar,Jnana Ganga Nagar,18,40,25,13
2021-04-03,Ramanjaneyanagar,Medihalli,16,40,29,20
2021-06-12,Chikbanavara,Raja Rajeshwari Nagar,20,26,28,19
2021-12-07,Lottegollahalli,Venkatala,17,29,26,24
2020-09-22,MLA Layout,Thubarahalli,20,35,29,26
2020-07-01,AMCO Colony,Mavallipura,16,32,30,18
2022-03-21,Bidrahalli,Arehalli,19,30,30,20
2021-07-08,Yelahanka,Yelachenahalli,19,31,30,22
2022-05-27,Sadahalli,Maruthi Nagar,16,35,25,27
2022-05-14,Lottegollahalli,Subbannaiah Palya,16,28,27,24
2020-03-26,New Timberyard Layout,Akshaya Nagar-Ramamurthy Nagar,16,40,27,24
2021-05-27,Mandur,Vaderahalli,17,40,29,12
2020-04-17,Thavarekere-Magadi Road,Nagdevanahalli,12,37,25,22
2022-04-20,Doddabommasandra,Meenakunte,14,36,30,11
2021-09-03,Venkatala,Marenahalli,16,38,28,21
2020-07-23,Munireddypalya,Nelaguli,12,32,29,15
2022-04-19,Narayanapura,Thirumenahalli,18,27,27,27
2020-02-11,Thimaiah Garden,Srinivasnagar,19,36,29,26
2021-01-31,Krishnappa Garden,Yeshwanthpur,19,38,30,19
2020-08-22,Thyamagondlu,Kuduregere-Soladevanahalli,19,25,29,20
2021-05-13,Anekal,Vidhana Soudha,15,30,30,17
2020-04-27,Munnekollal,Maragondanahalli Main Road,12,40,27,25
2021-08-09,Nimbekaipura,Rajaji Nagar 1st Stage,19,30,27,11
2022-02-03,Meenakunte,Thanisandra Main Road,17,37,29,14
2021-10-28,Syndicate Bank Colony-Arekere,Mavallipura,18,25,25,23
2021-05-17,Vibhutipura,Kottigepalya,13,29,26,10
2020-06-04,Anantapuram,Kamala Nagar,12,39,25,18
2020-11-30,Venkatadri Layout,Tasker Town,15,27,29,20
2021-11-29,Talaghattapura,Nagappa Reddy Layout,15,32,28,20
2022-01-11,Tannery Road,Jnana Ganga Nagar,16,34,27,11
2020-08-11,Anekal,Maragondanahalli-Electronic City,15,26,29,24
2022-02-04,Sanjeevini Nagar,Medihalli,18,39,25,24
2020-02-02,Ramagondanahalli,Vignana Kendra,20,40,30,24
2020-12-07,Vasanth Nagar,Narasapura Industrial Road,19,36,27,23
2021-11-23,Chickpet,Sunkalpalya,18,30,29,27
2021-04-17,Narasapura,Om Shakti Layout,12,33,29,15
2021-02-24,Subramanyapura Main Road,Meenakshi Layout,17,36,30,20
2022-05-31,Kengeri Satellite Town,Hosakerehalli,16,26,29,10
2021-03-09,Sampigehalli,Sunny Layout,13,28,29,29
2020-08-20,Venkatapura,Yelahanka Airforce Road,19,28,30,27
2021-09-21,Kuduragere-Bettahalasur,Thattekuppe,19,28,26,21
2022-03-03,Subramanyapura Main Road,Nagarabhavi 1st stage,18,28,30,29
2021-03-22,Off Bannerghatta Road,Thavarekere-Magadi Road,20,36,29,22
2020-09-20,Pothalappa Garden,A Narayanapura,20,28,26,10
2020-02-17,Koramangala 4th Block,Nanjappa Layout,20,38,27,13
2021-05-06,Lingapura,Nanjappa Garden,20,27,28,12
2021-03-30,Konanakunte,Anjanapura 2nd block,12,28,29,21
2020-06-18,Cox Town,Yelahanka Airforce Road,15,28,26,30
2020-04-01,Anjanapura Township,P and T Layout-Ramamurthy Nagar,12,31,29,14
2020-09-27,Visthar,Old Madras Road,14,35,28,27
2020-09-08,Rahmath Nagar,Manorayana Palya,20,32,30,22
2020-08-02,Lalbagh Road,Mathikere,14,27,28,19
2021-07-09,Mallasandra,NS Palya,13,34,30,26
2022-03-11,Rashtriya Vidyalaya Road,Narasapura,13,27,29,21
2020-11-07,Nanjappa Garden,Muneshwara Layout,20,36,26,13
2020-11-17,Kurubara Gollahalli,Wilson Garden,19,33,25,11
2021-11-16,Yadavanahalli,Muneshwara Block,18,26,26,29
2022-03-09,Attiguppe,Anekal Thally Road,17,29,29,11
2021-11-11,Koramangala 5th Block,Pavamanapura,18,25,25,23
2022-05-17,NS Palya,Padmeshwari Nagar,20,38,28,17
2021-05-07,Wind Tunnel Road,Manjunatha Layout,19,26,28,18
2021-07-07,Kodihalli,Kumaraswamy Layout,17,30,27,16
2020-08-17,Sai Colony,Subbannaiah Palya,18,32,25,16
2022-05-28,Rotary Nagar,KR Puram,15,38,29,10
2021-11-02,Priyadarshini Layout,Yettakodi,14,39,28,30
2022-04-08,Maruthi Extension,Upkar Layout,16,38,28,27
2020-04-03,Thanisandra,Kengeri,13,30,28,22
2021-03-26,Vasanthapura,Malur-Hosur Road,13,34,28,30
2020-10-18,Subramanyapura,Vaderahalli,16,31,30,18
2020-02-25,Suddaguntapalya-CV Raman Nagar,Maralakunte,20,27,26,18
2021-10-10,Nallurhalli,Anantapuram,19,31,27,17
2022-05-17,Devinagar,AMS Layout,14,39,25,19
2021-05-22,Kunigal Road,Amruthnagar,14,33,29,21
2020-07-17,Vijayashri Layout,kaikondrahalli,20,40,28,17
2020-12-16,Bachappa Layout,Vinayaka Nagar-Vimanapura,17,36,28,13
2021-08-28,New Timberyard Layout,Ramanjaneyanagar,14,39,29,20
2020-03-25,RMV,Kothanoor,17,37,29,29
2021-07-03,Bommenahalli,Tharaballi,16,33,28,25
2020-11-08,Mysore Road,Tavarekere-BTM Layout,12,38,26,24
2021-02-18,Nisarga Nandana Layout,Palace Road,16,25,27,27
2021-01-17,New Bank Colony,Yadavanahalli,17,25,25,25
2021-12-08,Srirampura,Mundur,15,30,30,28
2022-02-07,Nimbekaipura,Attur Layout,16,40,29,30
2021-02-16,Amarjyothi Layout-RMV Layout,Attibele,17,39,26,24
2020-07-15,Lakshmamma Layout,Vyalikaval,13,36,30,28
2021-08-31,Ranka Colony,Thanisandra Main Road,16,29,26,27
2022-02-09,Thammasettihalli,Narasapura Industrial Road,19,37,29,12
2020-11-29,Choodasandra,Vittasandra,12,37,26,15
2021-11-07,Ashraya Layout,Meenakunte,15,28,30,14
2020-04-07,Suggatta,Nanjappa Layout,15,29,28,11
2022-02-09,Ramsandra,RMV 2nd Stage,15,40,30,26
2020-08-07,Agram-Domlur,AMS Layout,12,27,25,19
2021-03-15,Marathahalli,Hennur Road,20,40,28,29
2020-07-21,AECS Layout – C Block,Ashwath Nagar,16,32,26,30
2021-09-17,Naraganahalli,Agram-Domlur,19,40,26,23
2021-10-29,Vinayaka Nagar-Vimanapura,S K Garden,12,40,28,15
2021-01-23,kaikondrahalli,Vijayashri Layout,14,29,28,23
2020-02-28,Kothanoor,Tumkur Road,18,36,28,21
2021-07-25,Nandi Hills,Parimala Nagar,18,37,25,29
2021-01-22,Jayamahal,Attukal Layout,17,26,30,27
2022-04-27,Varthur Kodi,Nagavarapalya,18,28,28,13
2021-09-12,Whitefield,Akshayanagar,17,33,27,27
2020-11-09,Medimallasandra,Sanchar Nagar MCECHS Layout,14,40,27,24
2020-10-11,Outer Ring Road,Yelahanka Airforce Road,18,27,26,15
2022-03-02,Vishweshwarapura,Thattekuppe,17,39,28,12
2022-05-19,Off Hennur Road,Manchenahalli,18,30,29,13
2020-12-11,T.Begur,Krishnappa Garden,15,32,29,22
2021-11-01,Kanakapura Road,Marenahalli,15,33,26,23
2021-10-21,Nagarur,Anjanapura Township,17,34,30,30
2020-05-17,Sarjapur,Thammenahalli,15,36,29,29
2021-07-25,Maruti Nagar-BTM Layout,Mookambika Nagar,18,28,26,15
2020-10-20,Nelamangala – Chikkaballapura Road,Kumbarpet,17,38,28,22
2022-05-12,Vimanapura,Pillahalli,12,31,28,13
2021-01-22,Attiguppe,Jaya Chamarajendra Nagar,15,36,30,14
2020-03-27,Akshaya Nagar-Ramamurthy Nagar,Rayasandra,13,35,25,20
2020-08-19,Thambuchetty Palya,Sadduguntepalya,19,32,30,21
2020-02-23,Matadahalli,Maralakunte,18,28,30,21
2021-10-06,Nagarur,Raghuvanahalli,16,32,28,28
2022-01-30,Vasanthapura Main Road,Nandi Hills,18,30,25,12
2020-07-26,Kukkanahalli,Rustam Bagh Layout,20,34,26,24
2020-04-29,Amarjyothi Layout-RMV Layout,Pragathi Nagar,18,25,30,19
2021-01-04,Subramanyapura,Malleshwaram,15,25,28,29
2021-11-21,Bilekahalli,Nagashetty Halli,15,38,25,10
2022-05-25,Kushal Nagar,Raja Ram Mohanroy Extension,16,28,30,26
2021-07-03,Nagavarapalya,Samruddi Layout,15,36,29,19
2021-03-21,V S Reddy Colony,Lavelle Road,15,25,26,13
2022-03-13,Thirumalashettyhally,Puttenahalli,20,25,25,29
2020-11-17,Minerva Circle,Maragondanahalli-Electronic City,15,28,27,25
2020-12-26,MEI Colony,Anekal Thally Road,12,33,25,23
2020-06-20,Punappa Layout,Annaiah Reddy Layout-JP Nagar,16,30,25,18
2020-09-04,Mullur,Rustam Bagh Layout,12,36,30,16
2020-02-17,Vignana Nagar,Malle Nalsandra,14,26,27,25
2020-05-07,Prakash Layout,Langford Gardens,15,33,29,19
2021-03-11,JP Nagar,Medahalli,20,38,29,23
2021-01-07,NGEF Layout,Old Airport Road,15,33,29,27
2022-03-30,Chikkalasandra,Bommasandra,13,38,27,20
2022-01-09,Adarsh Nagar-Nelamangala,Rameshnagar,18,37,27,12
2020-06-24,Rotary Nagar,Narayanapura,19,33,28,18
2022-01-15,Kamala Nagar,Amarjyothi Layout-Domlur,16,36,30,30
2020-10-29,Laggere,Koti Hosahalli,15,29,28,23
2021-07-22,Adugodi,Padmeshwari Nagar,19,33,26,17
2021-05-09,Srinidhi Layout,Abbaiah Reddy Layout,17,35,26,30
2021-10-24,NICE Road,New Thippasandra,13,29,25,18
2022-02-15,Yarandahalli,Reshme Nagara,13,32,29,28
2020-06-21,Old Airport Road,Sanjay Nagar,15,31,26,14
2020-08-09,Thyamagondlu,Marathahalli ORR,20,28,27,11
2020-05-20,Outer Ring Road-Banaswadi,Jaya Chamarajendra Nagar,12,31,26,23
2020-02-20,Viswaneedam,Pattandur Agrahara,20,29,25,21
2020-04-04,Kuduregere-Soladevanahalli,Off Hennur Road,18,38,28,18
2020-06-12,Ayappa Garden-Adugodi,Nagasandra,16,26,29,26
2021-04-01,Ganga Nagar,Yelahanka New Town,14,28,25,25
2020-02-09,Narayanapura,Agram-Domlur,18,40,27,19
2022-01-18,Sultanpalya,Narayana Nagar 1st Block,12,36,26,21
2020-12-16,Viratnagar,Om Shakti Layout,20,31,26,23
2021-05-08,Madanayakahalli,Narasimhaswamy Layout,16,32,26,20
2021-04-27,A Dasarahalli,Ulsoor,18,37,30,20
2020-11-19,Majestic,Amarjyothi Layout-Domlur,18,37,26,24
2022-03-25,HSR Layout,BTM Layout,14,27,29,28
2020-12-23,Outer Ring Road-Banaswadi,Poornapragna Housing Society Layout,20,30,30,23
2021-06-09,Rest House Road,NS Palya,16,31,30,11
2021-02-20,Sahakara Nagar,MTS Layout,15,33,27,11
2021-07-17,AECS Layout – A Block,Pothalappa Garden,17,40,28,24
2020-03-04,lal bagh,M Hosahalli,20,35,28,18
2022-03-03,AECS Layout,Marasandra,17,25,29,29
2020-11-13,Vidyanagar,Marasandra,13,31,25,10
2020-05-27,TC Palya,Vivekananda Nagar,12,40,27,16
2022-03-05,Mavallipura,OMBR Layout,12,34,25,21
2021-09-14,Jayanagar,Attibele – Anekal Road,14,26,27,27
2020-10-14,LB Shastri Nagar,St. Johns Road,14,25,28,29
2022-03-27,Kukkanahalli,Kumara Park East,17,40,28,19
2022-05-19,Navarathna Agrahara,Ravuthanahalli,19,26,28,17
2021-10-19,Victoria Layout,Raghuvanahalli,19,26,29,10
2022-02-11,HBR Layout,Hegde Nagar,14,30,29,29
2022-01-26,Ambalipura Sarjapur Road,HBR Layout,14,29,25,18
2022-01-13,Viratnagar,Rangadasapp Layout,18,32,29,17
2020-10-08,Meesaganahalli,St Thomas Town,12,37,28,28
2020-09-10,Outer Ring Road,Sunkadakatte,19,31,29,22
2022-04-10,Vyalikaval,Nagareshwara-Nagenahalli,18,39,26,19
2021-09-15,Koramangala 8th Block,Jayanagar,17,35,29,11
2022-02-08,Nagamangala,Maragondanahalli-Electronic City,19,38,30,17
2021-04-16,Nelakadiranahalli,Naraganahalli,13,35,26,19
2022-03-05,Raj Bhavan Road,Yelanahalli,15,34,29,20
2020-10-09,Syndicate Bank Layout,Harlur,16,34,28,24
2021-03-15,Mallathahalli,Old Byappanahalli,17,27,30,29
2021-05-17,Om Shakti Layout,Rukmini Nagar,17,37,25,29
2021-03-20,Frazer Town,Malur-Hosur Road,12,35,27,30
2022-02-27,Madanayakahalli,Bennigana Halli,18,28,27,27
2022-05-05,Om Shakti Layout,Thyagaraja Nagar,15,27,29,12
2021-01-03,Vinayaka Layout,Sadenahalli,18,33,29,20
2021-01-02,Viveka Nagar,Nobo Nagar,20,40,25,29
2021-09-18,Annasandrapalya Extension,Telecom Layout,15,36,27,19
2020-11-15,Ramagondanahalli,Rangadasapp Layout,13,29,29,13
2022-01-07,Vijayashri Layout,Old Madras Road,20,30,30,25
2021-02-01,Kuduragere-Bettahalasur,Hegde Nagar,16,31,28,22
2022-02-09,Pura,Konanakunte,18,39,27,24
2022-04-27,Rahmath Nagar,Tavarekere Main Road,14,37,30,10
2020-03-04,Nimbekaipura,Poorna Pragna Layout,18,28,27,16
2020-03-15,Vasantha Vallabha Nagar,KR Road,15,40,30,16
2020-12-17,Chansandra,R.K. Hegde Nagar,19,31,29,24
2020-06-27,Nobo Nagar,Tharalu,16,36,27,30
2020-07-06,Mahadeva Kodigehalli,Lal Bahadur Shastri Nagar,18,27,30,26
2020-11-29,Ambalipura Sarjapur Road,Lakshminarayana Pura,17,36,25,22
2021-08-21,Arasanahalli,Kumbharhalli,15,26,26,21
2020-09-11,Puttenahalli,Peresandra,16,25,27,25
2020-08-29,Nandini Layout,Aduru-Anekal,19,39,29,12
2021-10-13,Konanakunte,Okalipuram,15,27,29,17
2020-04-29,Annasandrapalya Extension,Laggere Road,20,40,28,29
2022-02-13,Vasanthapura,Nisarga Nandana Layout,15,37,27,15
2020-07-09,Mahalakshmipuram,Anjanapura Township,19,34,28,17
2020-11-16,Vyalikaval,Marsur,18,33,29,16
2020-06-18,Vijaya Nagar,Pukhraj Layout,18,27,27,17
2021-06-27,Ramsandra,Padarayana Pura,12,38,27,27
2022-04-18,Raghavendra Nagar-Kalkere,Muneshwara Layout,14,38,25,20
2021-08-07,Nagarabhavi 2nd Stage,Palya,19,28,25,17
2021-02-03,Munireddypalya,B Narayanapura,12,40,25,25
2020-09-23,Anagalapura,Yarandahalli,18,36,30,14
2021-08-20,Thirumalashettyhally,Laljinagar,15,34,27,13
2021-07-09,Vibhutipura,P and T Layout-Ramamurthy Nagar,15,35,28,27
2020-12-08,Marathahalli-Sarjapur Outer Ring Road,Off Bannerghatta Road,14,25,29,12
2021-02-14,Rajaji Nagar,Anandapura,15,39,25,17
2021-08-19,New Timberyard Layout,Rashtriya Vidyalaya Road,17,28,27,26
2021-08-18,Sadguru Layout,Uttarahalli,16,31,29,23
2021-03-23,Mullur,Sadduguntepalya,14,27,26,21
2020-08-03,RMV,Kunigal Road,16,34,26,16
2020-06-10,Muddinapalya,Yelahanka Airforce Road,18,30,26,12
2021-05-20,Pramod Layout,Puttenahalli,13,26,30,17
2020-03-13,Saptagiri Layout-RR Nagar,Bapuji Nagar,19,34,29,17
2022-04-16,Subramanyanagar,Arasanahalli,18,27,28,24
2020-02-24,Queens Road,State Bank of India Colony,15,28,25,23
2020-12-29,Queens Road,Ragihalli,19,36,30,12
2020-09-08,Mico Layout,Sultanpete,20,25,28,11
2020-02-12,Raj Bhavan Road,Koramangala 2nd Block,20,29,26,15
2022-04-04,Suggatta,Arasanahalli,19,40,28,30
2021-09-03,Kumbalgodu Industrial Area,Anjanapura 11th Block,15,33,26,23
2022-03-29,Mullur,Varanasi,14,32,25,13
2020-05-28,Amrutahalli-Byatarayanapura,Alfa Gardens,19,36,26,21
2021-08-11,Viveka Nagar,Vittal Mallya Road,19,35,28,17
2021-10-13,Maligondanahalli,Anepalya,15,29,28,24
2020-03-03,Ananth Nagar Phase 2,Bannerghatta,19,38,29,26
2020-02-12,Nelamangala,Maruti Nagar-BTM Layout,20,30,29,28
2021-08-21,Subramanyapura Main Road,Thyagaraja Nagar,19,30,27,15
